Species Name,Formula,Image,¦¤fH¡ã(0K),delta_H(298.15K),Uncertainty,Units,Molecular ,,(Molecular,mass)
,,,,,,,0.00091,,,
Dichloromethyliumyl,[CCl2]+ (g),,1121.6,1122.6,¡À 1.8,kJ/mol,82.9156 ¡À,,82.9156 ¡À,0.002
,,,,,,,0.002,,,
Methylimidogen anion,[CH3N]- (g),,321.1,313.5,¡À 1.8,kJ/mol,29.04181 ¡À,,29.04181 ¡À,0.00083
,,,,,,,0.00083,,,
Methyleneaminylium,"[CH2N]+ (g, triplet)",,1456.6,1453,¡À 2.2,kJ/mol,28.03277 ¡À,,28.03277 ¡À,0.00082
,,,,,,,0.00082,,,
Peroxyhypochlorite,[ClOO]- (g),,-249.22,-248.2,¡À 0.37,kJ/mol,67.4520 ¡À,,67.4520 ¡À,0.0011
,,,,,,,0.0011,,,
Fluorosyl fluoride cation,"[FFO]+ (g, quartet)",,1413,1413.4,¡À 3.5,kJ/mol,53.99566 ¡À,,53.99566 ¡À,0.0003
,,,,,,,0.0003,,,
Hydrogen chloride,"HCl (aq, 74 H2O)",,,-165.546,¡À 0.027,kJ/mol,36.46064 ¡À,,36.46064 ¡À,0.0009
,,,,,,,0.0009,,,
Nitrosyl nitrate,"ONONO2 (g, trans)",,48.3,40.3,¡À 1.8,kJ/mol,92.0111 ¡À,,92.0111 ¡À,0.0012
,,,,,,,0.0012,,,
iso-Proplylide,[CH3CHCH3]- (g),,128.6,110.2,¡À 1.6,kJ/mol,43.0882 ¡À,,43.0882 ¡À,0.0024
,,,,,,,0.0024,,,
Dibromine,Br2 (aq),,,-2.16,¡À 0.20,kJ/mol,159.8080 ¡À,,159.8080 ¡À,0.002
,,,,,,,0.002,,,
Hydrogen fluoride,"HF (aq, 22.2 H2O)",,,-321.05,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
Hypobromous acid cation,[HOBr]+ (g),,974.89,964.27,¡À 0.53,kJ/mol,96.9108 ¡À,,96.9108 ¡À,0.001
,,,,,,,0.001,,,
Fluorine atom cation,F+ (g),,1758.303,1760.601,¡À 0.048,kJ/mol,18.99785462 ¡À,,18.99785462 ¡À,0.0000005
,,,,,,,0.0000005,,,
Chloromethane cation,[CH3Cl]+ (g),,1014.67,1007.9,¡À 0.20,kJ/mol,50.4867 ¡À,,50.4867 ¡À,0.0012
,,,,,,,0.0012,,,
Aminomethyliumylidene,[CNH2]+ (g),,1168.3,1165.1,¡À 2.2,kJ/mol,28.03277 ¡À,,28.03277 ¡À,0.00082
,,,,,,,0.00082,,,
Bromofluoromethane,CH2FBr (g),,-198,-212.4,¡À 5.5,kJ/mol,112.9290 ¡À,,112.9290 ¡À,0.0013
,,,,,,,0.0013,,,
"1,2-Propadien-1-yl-3-ylidene anion",[CCC]- (g),,622,629.4,¡À 1.3,kJ/mol,36.0326 ¡À,,36.0326 ¡À,0.0024
,,,,,,,0.0024,,,
Fluorodibromomethane,CHFBr2 (g),,-160,-179.5,¡À 5.5,kJ/mol,191.8250 ¡À,,191.8250 ¡À,0.0022
,,,,,,,0.0022,,,
Difluorochlorobromomethane,CF2ClBr (g),,-431.5,-442.2,¡À 5.5,kJ/mol,165.3642 ¡À,,165.3642 ¡À,0.0016
,,,,,,,0.0016,,,
Dichlorofluorobromomethane,CCl2FBr (g),,-230.2,-240,¡À 5.5,kJ/mol,181.8185 ¡À,,181.8185 ¡À,0.0022
,,,,,,,0.0022,,,
Dibromofluorochloromethane,CBr2FCl (g),,-170.8,-187.4,¡À 5.5,kJ/mol,226.2698 ¡À,,226.2698 ¡À,0.0023
,,,,,,,0.0023,,,
Krypton cation,Kr+ (g),,1350.756,1350.756,¡À 0.000,kJ/mol,83.7995 ¡À,,83.7995 ¡À,0.1
,,,,,,,0.1,,,
Water,"H2O (l, eq.press.)",,,-285.832,¡À 0.027,kJ/mol,18.01528 ¡À,,18.01528 ¡À,0.00033
,,,,,,,0.00033,,,
"1,2-Difluoroacetylene cation",[FCCF]+ (g),,1081.7,1084.5,¡À 1.3,kJ/mol,62.0177 ¡À,,62.0177 ¡À,0.0016
,,,,,,,0.0016,,,
Difluorophosgene cation,[CF2O]+ (g),,653.41,650.65,¡À 0.51,kJ/mol,66.00636 ¡À,,66.00636 ¡À,0.00085
,,,,,,,0.00085,,,
Difluorophosgene anion,[CF2O]- (g),,-603.5,-605.3,¡À 2.6,kJ/mol,66.00745 ¡À,,66.00745 ¡À,0.00085
,,,,,,,0.00085,,,
Hydroxyoxoammoniumyl,[HONO]+ (g),,984.1,977.7,¡À 1.8,kJ/mol,47.01293 ¡À,,47.01293 ¡À,0.00061
,,,,,,,0.00061,,,
Hydrogen bromide,"HBr (aq, 2570 H2O)",,,-120.71,¡À 0.15,kJ/mol,80.9119 ¡À,,80.9119 ¡À,0.001
,,,,,,,0.001,,,
Ammonium chloride,(NH4)Cl (cr),,-311.556,-314.718,¡À 0.063,kJ/mol,53.49120 ¡À,,53.49120 ¡À,0.00095
,,,,,,,0.00095,,,
Chloro(chlorooxy)methylene,"ClCOCl (g, cis)",,73.5,73.7,¡À 3.6,kJ/mol,98.9155 ¡À,,98.9155 ¡À,0.002
,,,,,,,0.002,,,
Chlorohydroxymethylene,"ClCOH (g, trans)",,13.9,10.9,¡À 2.6,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
(Chlorooxy)methylene,"HCOCl (g, cis)",,119.1,117.8,¡À 2.7,kJ/mol,64.4707 ¡À,,64.4707 ¡À,0.0012
,,,,,,,0.0012,,,
Dioxodiazoxane,"ONONO (g, t, c)",,109.3,105.2,¡À 1.8,kJ/mol,76.01168 ¡À,,76.01168 ¡À,0.00091
,,,,,,,0.00091,,,
Dibromophosgene,CBr2O (l),,,-144.44,¡À 0.95,kJ/mol,187.8181 ¡À,,187.8181 ¡À,0.0022
,,,,,,,0.0022,,,
2-Chloroethanol,ClCH2CH2OH (l),,,-314.96,¡À 0.53,kJ/mol,80.5132 ¡À,,80.5132 ¡À,0.0019
,,,,,,,0.0019,,,
2-Cyclopropyn-1-ylidene,"C(CC) (g, singlet)",,993.2,1000.1,¡À 2.5,kJ/mol,36.0321 ¡À,,36.0321 ¡À,0.0024
,,,,,,,0.0024,,,
2-Bromoethanol,BrCH2CH2OH (l),,,-274.87,¡À 0.47,kJ/mol,124.9645 ¡À,,124.9645 ¡À,0.0019
,,,,,,,0.0019,,,
Hypofluorous acid cation,[HOF]+ (g),,1142,1138.99,¡À 0.87,kJ/mol,36.00519 ¡À,,36.00519 ¡À,0.00031
,,,,,,,0.00031,,,
Phenylium,"[C6H5]+ (g, singlet)",,1148.46,1135.68,¡À 0.87,kJ/mol,77.1034 ¡À,,77.1034 ¡À,0.0048
,,,,,,,0.0048,,,
2-Cyclopropyn-1-yl anion,[C(CC)]- (g),,664.8,672.1,¡À 1.6,kJ/mol,36.0326 ¡À,,36.0326 ¡À,0.0024
,,,,,,,0.0024,,,
Ammonium bromide,(NH4)Br (cr),,-253.72,-270.3,¡À 0.16,kJ/mol,97.9425 ¡À,,97.9425 ¡À,0.001
,,,,,,,0.001,,,
m-Benzyne anion,[C6H4]- (g),,444.1,435.2,¡À 1.3,kJ/mol,76.0965 ¡À,,76.0965 ¡À,0.0048
,,,,,,,0.0048,,,
Cyclopropylide,[CH(CH2CH2)]- (g),,264.7,251.9,¡À 1.8,kJ/mol,41.0723 ¡À,,41.0723 ¡À,0.0024
,,,,,,,0.0024,,,
p-Benzyne anion,[C6H4]- (g),,465,455.5,¡À 1.3,kJ/mol,76.0965 ¡À,,76.0965 ¡À,0.0048
,,,,,,,0.0048,,,
Triazirinylium ion,[N(NN)]+ (g),,1608.8,1605.9,¡À 1.6,kJ/mol,42.01967 ¡À,,42.01967 ¡À,0.00021
,,,,,,,0.00021,,,
Hydrogen fluoride,"HF (aq, 55 H2O)",,,-321.16,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
Aminooxy anion,[NH2O]- (g),,47.5,40.5,¡À 1.7,kJ/mol,32.02257 ¡À,,32.02257 ¡À,0.00034
,,,,,,,0.00034,,,
Cycloheptane,"CH2(CH2CH2CH2CH2CH2C (cr,l)",,-126.94,-156.84,¡À 0.51,kJ/mol,98.1861 ¡À,,98.1861 ¡À,0.0057
,,,,,,,0.0057,,,
Dinitrogen pentoxide,"O2NONO2 (cr,l)",,,-41.04,¡À 0.42,kJ/mol,108.0105 ¡À,,108.0105 ¡À,0.0015
,,,,,,,0.0015,,,
Ethanium,"[C2H7]+ (g, classical Cs I)",,888.7,870.3,¡À 1.8,kJ/mol,31.0764 ¡À,,31.0764 ¡À,0.0017
,,,,,,,0.0017,,,
Ethylbenzene,"C6H5CH2CH3 (cr,l)",,,-12.55,¡À 0.55,kJ/mol,106.1650 ¡À,,106.1650 ¡À,0.0064
,,,,,,,0.0064,,,
Isocyanomethane,CH3NC (g),,183.79,177.31,¡À 0.82,kJ/mol,41.0520 ¡À,,41.0520 ¡À,0.0016
,,,,,,,0.0016,,,
Triiodine cation,[I3]+ (g),,946.1,941,¡À 4.1,kJ/mol,380.712861 ¡À,,380.712861 ¡À,0.00009
,,,,,,,0.00009,,,
Phenylacetylene,"C6H5CCH (cr,l)",,,273.4,¡À 1.1,kJ/mol,102.1332 ¡À,,102.1332 ¡À,0.0064
,,,,,,,0.0064,,,
Phenyloxoniumylidene,[C6H5O]+ (g),,901.6,887.2,¡À 2.2,kJ/mol,93.1028 ¡À,,93.1028 ¡À,0.0048
,,,,,,,0.0048,,,
Anisole,C6H5OCH3 (g),,-47.79,-72.63,¡À 0.80,kJ/mol,108.1378 ¡À,,108.1378 ¡À,0.0056
,,,,,,,0.0056,,,
Hypochlorous acid cation,[HOCl]+ (g),,998.91,995.87,¡À 0.90,kJ/mol,52.45949 ¡À,,52.45949 ¡À,0.00095
,,,,,,,0.00095,,,
Hydrogen bromide,"HBr (aq, 3000 H2O)",,,-120.72,¡À 0.15,kJ/mol,80.9119 ¡À,,80.9119 ¡À,0.001
,,,,,,,0.001,,,
Fluorobenzene,"C6H5F (cr,l)",,-151.8,-149.38,¡À 0.89,kJ/mol,96.1023 ¡À,,96.1023 ¡À,0.0048
,,,,,,,0.0048,,,
"Bicyclo[1.1.0]buta-1,3-diene-2,4-diyl",C(CC)C (g),,1047.48,1055.07,¡À 0.73,kJ/mol,48.0428 ¡À,,48.0428 ¡À,0.0032
,,,,,,,0.0032,,,
Bromobenzene,"C6H5Br (cr,l)",,,59.9,¡À 1.3,kJ/mol,157.0079 ¡À,,157.0079 ¡À,0.0049
,,,,,,,0.0049,,,
Hydrogen fluoride,"HF (aq, 37 H2O)",,,-321.11,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
Acetone,"CH3C(O)CH3 (cr,l)",,-245.16,-248.28,¡À 0.38,kJ/mol,58.0791 ¡À,,58.0791 ¡À,0.0025
,,,,,,,0.0025,,,
Ethanium,"[C2H7]+ (g, classical Cs II)",,895.1,877.3,¡À 1.9,kJ/mol,31.0764 ¡À,,31.0764 ¡À,0.0017
,,,,,,,0.0017,,,
Propionaldehyde,"CH3CH2CHO (cr,l)",,-218.19,-216.73,¡À 0.29,kJ/mol,58.0791 ¡À,,58.0791 ¡À,0.0025
,,,,,,,0.0025,,,
Triazirine,HN(NN) (g),,464,457.6,¡À 2.6,kJ/mol,43.02816 ¡À,,43.02816 ¡À,0.00022
,,,,,,,0.00022,,,
"trans-1,2-Dibromoethene","CHBrCHBr (g, trans)",,121.2,101.4,¡À 2.1,kJ/mol,185.8453 ¡À,,185.8453 ¡À,0.0026
,,,,,,,0.0026,,,
"1,1-Dibromoethene",CH2CBr2 (g),,125.1,104.7,¡À 2.2,kJ/mol,185.8453 ¡À,,185.8453 ¡À,0.0026
,,,,,,,0.0026,,,
Norbornadiene,(CHCH)(CHCH2CH)(CHCH (g),,263.2,237.8,¡À 1.9,kJ/mol,92.1384 ¡À,,92.1384 ¡À,0.0056
,,,,,,,0.0056,,,
Monoammonium succinate,(CH2COOH)2(NH3) (cr),,,-1067.98,¡À 0.72,kJ/mol,135.1186 ¡À,,135.1186 ¡À,0.0035
,,,,,,,0.0035,,,
Diammonium succinate,(CH2COOH)2(NH3)2 (cr),,,-1182.52,¡À 0.48,kJ/mol,152.1492 ¡À,,152.1492 ¡À,0.0035
,,,,,,,0.0035,,,
Hypofluorous acid anion,"[HOF]- (g, quartet)",,155.3,154.7,¡À 2.6,kJ/mol,36.00629 ¡À,,36.00629 ¡À,0.00031
,,,,,,,0.00031,,,
Acrolein,"CH2CHCHO (g, cis)",,-46.6,-56.9,¡À 1.4,kJ/mol,56.0633 ¡À,,56.0633 ¡À,0.0024
,,,,,,,0.0024,,,
2-Oxo-1-ethylium-1-yl,"[HCC(O)H]+ (g, anti-quartet)",,1289.5,1286.1,¡À 2.7,kJ/mol,42.0361 ¡À,,42.0361 ¡À,0.0016
,,,,,,,0.0016,,,
Oxoethylidene anion,"[HCC(O)H]- (g, anti-gauche)",,87,83.7,¡À 2.3,kJ/mol,42.0372 ¡À,,42.0372 ¡À,0.0016
,,,,,,,0.0016,,,
Nitric acid trihydrate,"(HON(O)O)(H2O)3 (cr,l)",,-1062.11,-1055.26,¡À 0.21,kJ/mol,117.0587 ¡À,,117.0587 ¡À,0.0019
,,,,,,,0.0019,,,
1-Ethenylium-1-yl,[CCH2]+ (g),,1507.1,1507.1,¡À 2.1,kJ/mol,26.0367 ¡À,,26.0367 ¡À,0.0016
,,,,,,,0.0016,,,
Isocyanogen chloride,ClNC (g),,314.5,316.1,¡À 2.4,kJ/mol,61.4701 ¡À,,61.4701 ¡À,0.0012
,,,,,,,0.0012,,,
Formic acid,"HC(O)OH (cr,l)",,-431.55,-424.72,¡À 0.20,kJ/mol,46.0254 ¡À,,46.0254 ¡À,0.001
,,,,,,,0.001,,,
Nitric acid monohydrate,"(HON(O)O)(H2O) (cr,l)",,-479.18,-472.68,¡À 0.19,kJ/mol,81.0282 ¡À,,81.0282 ¡À,0.0012
,,,,,,,0.0012,,,
Dihydrogen fluoride,(HF)(H) (g),,-56.5,-54.2,¡À 1.7,kJ/mol,21.01428 ¡À,,21.01428 ¡À,0.00014
,,,,,,,0.00014,,,
(Z)-Diazene anion,"[HNNH]- (g, cis)",,280,273.3,¡À 2.0,kJ/mol,30.02991 ¡À,,30.02991 ¡À,0.0002
,,,,,,,0.0002,,,
Formyloxidanyl,HC(O)O (g),,-125.82,-127.19,¡À 0.56,kJ/mol,45.0174 ¡À,,45.0174 ¡À,0.001
,,,,,,,0.001,,,
Dioxiranyl,HC(OO) (g),,217.3,213.8,¡À 2.0,kJ/mol,45.0174 ¡À,,45.0174 ¡À,0.001
,,,,,,,0.001,,,
Dihydrogen,"H2 (g, ortho)",,1.417,0.019,¡À 0.000,kJ/mol,2.01588 ¡À,,2.01588 ¡À,0.00014
,,,,,,,0.00014,,,
Chlorine chlorite,"ClOClO (g, cis)",,177.4,175,¡À 2.2,kJ/mol,102.9042 ¡À,,102.9042 ¡À,0.0019
,,,,,,,0.0019,,,
Hydraziniumyl,[NH2NH2]+ (g),,886.6,873.2,¡À 2.0,kJ/mol,32.04469 ¡À,,32.04469 ¡À,0.00031
,,,,,,,0.00031,,,
Cyclobutane,CH2(CH2CH2CH2) (l),,,3.92,¡À 0.41,kJ/mol,56.1063 ¡À,,56.1063 ¡À,0.0032
,,,,,,,0.0032,,,
Oxygen atom hexacation,[O]+6 (g),,42035.28,42037.14,¡À 0.12,kJ/mol,15.99611 ¡À,,15.99611 ¡À,0.0003
,,,,,,,0.0003,,,
Ethoxyethane,"CH3CH2OCH2CH3 (cr,l)",,-265.22,-277.54,¡À 0.80,kJ/mol,74.1216 ¡À,,74.1216 ¡À,0.0033
,,,,,,,0.0033,,,
Peroxyhypochlorous acid anion,"[HOOCl]- (g, cis quartet)",,-32.2,-34,¡À 2.6,kJ/mol,68.4600 ¡À,,68.4600 ¡À,0.0011
,,,,,,,0.0011,,,
Peroxynitrous acid,HOONO (g),,-5.81,-11.64,¡À 0.36,kJ/mol,63.01288 ¡À,,63.01288 ¡À,0.00091
,,,,,,,0.00091,,,
Methylcyclopropane,CH3CH(CH2CH2) (l),,,1.83,¡À 0.59,kJ/mol,56.1063 ¡À,,56.1063 ¡À,0.0032
,,,,,,,0.0032,,,
Tetraoxidanyl,"HOOOO (g, cis)",,53,46,¡À 5.1,kJ/mol,65.0055 ¡À,,65.0055 ¡À,0.0012
,,,,,,,0.0012,,,
Cyclopropenylidene anion,[C(CHCH)]- (g),,544.2,543.8,¡À 2.2,kJ/mol,38.0485 ¡À,,38.0485 ¡À,0.0024
,,,,,,,0.0024,,,
Methanol dimer,(CH3OH)2 (g),,-398.4,-419.1,¡À 1.4,kJ/mol,64.0837 ¡À,,64.0837 ¡À,0.0018
,,,,,,,0.0018,,,
Methylamine,CH3NH2 (l),,,-46.99,¡À 0.35,kJ/mol,31.05714 ¡À,,31.05714 ¡À,0.00088
,,,,,,,0.00088,,,
Carbon dioxide anion,[CO2]- (g),,-340.6,-340.1,¡À 2.2,kJ/mol,44.01005 ¡À,,44.01005 ¡À,0.001
,,,,,,,0.001,,,
Dioxiranylidene cation,[C(OO)]+ (g),,1409.1,1410.3,¡À 2.6,kJ/mol,44.00895 ¡À,,44.00895 ¡À,0.001
,,,,,,,0.001,,,
Hydrogen difluoride cation,"[(HF)(F)]+ (g, triplet)",,1267.6,1265.4,¡À 4.1,kJ/mol,39.004198 ¡À,,39.004198 ¡À,0.00007
,,,,,,,0.00007,,,
Hydrogen fluoride,"HF (aq, 18.5 H2O)",,,-321.02,¡À 0.16,kJ/mol,20.006343 ¡À,,20.006343 ¡À,0.00007
,,,,,,,0.00007,,,
Acetic acid,"CH3C(O)OH (aq, 1000 H2O)",,,-484.91,¡À 0.23,kJ/mol,60.0520 ¡À,,60.0520 ¡À,0.0017
,,,,,,,0.0017,,,
Isocyanogen bromide,BrNC (g),,341.2,335.4,¡À 3.4,kJ/mol,105.9214 ¡À,,105.9214 ¡À,0.0013
,,,,,,,0.0013,,,
Dioxiranylidene anion,"[C(OO)]- (g, ?)",,-110.2,-109.7,¡À 3.0,kJ/mol,44.01005 ¡À,,44.01005 ¡À,0.001
,,,,,,,0.001,,,
Methyl acetate,CH3C(O)OCH3 (l),,,-445.74,¡À 0.61,kJ/mol,74.0785 ¡À,,74.0785 ¡À,0.0025
,,,,,,,0.0025,,,
Dioxygen difluoride,OOF2 (g),,75.1,71.6,¡À 3.6,kJ/mol,69.99561 ¡À,,69.99561 ¡À,0.0006
,,,,,,,0.0006,,,
Hydronium radical,"(H2O)(H) (g, vdW)",,-18.5,-21.6,¡À 2.1,kJ/mol,19.02322 ¡À,,19.02322 ¡À,0.00037
,,,,,,,0.00037,,,
Dihydrogen cation,"[H2]+ (g, ortho)",,1489.06,1488.48,¡À 0.000,kJ/mol,2.01533 ¡À,,2.01533 ¡À,0.00014
,,,,,,,0.00014,,,
Oxygen difluoride cation,[FOF]+ (g),,1292.11,1289.58,¡À 0.66,kJ/mol,53.99566 ¡À,,53.99566 ¡À,0.0003
,,,,,,,0.0003,,,
Hydrogen chloride,"HCl (aq, 200 H2O)",,,-166.105,¡À 0.024,kJ/mol,36.46064 ¡À,,36.46064 ¡À,0.0009
,,,,,,,0.0009,,,
Isoprene,"CH2C(CH3)CHCH2 (cr,l)",,,48.79,¡À 0.70,kJ/mol,68.1170 ¡À,,68.1170 ¡À,0.004
,,,,,,,0.004,,,
Hydrazoic acid cation,[HNNN]+ (g),,1333.61,1327.94,¡À 0.83,kJ/mol,43.02761 ¡À,,43.02761 ¡À,0.00022
,,,,,,,0.00022,,,
Isodiazene anion,[NNH2]- (g),,380.9,374.1,¡À 2.1,kJ/mol,30.02991 ¡À,,30.02991 ¡À,0.0002
,,,,,,,0.0002,,,
Oxadiazirine cation,[O(NN)]+ (g),,1509.9,1507.2,¡À 2.4,kJ/mol,44.01233 ¡À,,44.01233 ¡À,0.00033
,,,,,,,0.00033,,,
Dioxymethylidyne cation,"[COO]+ (g, doublet)",,1436.6,1439,¡À 2.7,kJ/mol,44.00895 ¡À,,44.00895 ¡À,0.001
,,,,,,,0.001,,,
Dioxymethylidyne cation,"[(C)(OO)]+ (g, vdW quartet)",,1388.2,1391.7,¡À 3.2,kJ/mol,44.00895 ¡À,,44.00895 ¡À,0.001
,,,,,,,0.001,,,
Cycloprop-2-enylide,[CH(CHCH)]- (g),,514.8,511.8,¡À 2.2,kJ/mol,39.0565 ¡À,,39.0565 ¡À,0.0024
,,,,,,,0.0024,,,
Propionic acid,"CH3CH2C(O)OH (cr,l)",,-505.47,-509.61,¡À 0.18,kJ/mol,74.0785 ¡À,,74.0785 ¡À,0.0025
,,,,,,,0.0025,,,
Cyclohexane,CH2(CH2CH2CH2CH2CH2) (l),,,-156.27,¡À 0.36,kJ/mol,84.1595 ¡À,,84.1595 ¡À,0.0049
,,,,,,,0.0049,,,
Ethylene glycol,"(CH2OH)2 (cr,l)",,-448.72,-455.24,¡À 0.37,kJ/mol,62.0678 ¡À,,62.0678 ¡À,0.0018
,,,,,,,0.0018,,,
Hydrazine,"NH2NH2 (cr,l)",,57.24,50.68,¡À 0.18,kJ/mol,32.04524 ¡À,,32.04524 ¡À,0.00031
,,,,,,,0.00031,,,
n-Heptane,"CH3(CH2)5CH3 (cr,l)",,-201.72,-224.18,¡À 0.48,kJ/mol,100.2019 ¡À,,100.2019 ¡À,0.0057
,,,,,,,0.0057,,,
Oxalic acid,(COOH)2 (cr),,,-819.29,¡À 0.46,kJ/mol,90.0349 ¡À,,90.0349 ¡À,0.002
,,,,,,,0.002,,,
Hydroxyoxoammoniumyl,"[HONO]+ (g, trans)",,984.1,977.7,¡À 1.8,kJ/mol,47.01293 ¡À,,47.01293 ¡À,0.00061
,,,,,,,0.00061,,,
Dimethylamine,(CH3)2NH (l),,,-43.7,¡À 0.39,kJ/mol,45.0837 ¡À,,45.0837 ¡À,0.0017
,,,,,,,0.0017,,,
n-Octane,"CH3(CH2)6CH3 (cr,l)",,-226.66,-249.78,¡À 0.67,kJ/mol,114.2285 ¡À,,114.2285 ¡À,0.0065
,,,,,,,0.0065,,,
Trimethylamine,(CH3)3N (l),,,-49.8,¡À 1.0,kJ/mol,59.1103 ¡À,,59.1103 ¡À,0.0025
,,,,,,,0.0025,,,
Cyanogen anion,[NCCN]- (g),,281.6,284.8,¡À 2.2,kJ/mol,52.0354 ¡À,,52.0354 ¡À,0.0016
,,,,,,,0.0016,,,
"1,5-Hexadiene","CH2CHCH2CH2CHCH2 (cr,l)",,,54.42,¡À 0.32,kJ/mol,82.1436 ¡À,,82.1436 ¡À,0.0049
,,,,,,,0.0049,,,
Diisocyanogen cation,"[CNNC]+ (g, trans)",,1825.1,1827.9,¡À 3.2,kJ/mol,52.0343 ¡À,,52.0343 ¡À,0.0016
,,,,,,,0.0016,,,
Hydrazoic acid anion,"[HNNN]- (g, trans)",,309,302.7,¡À 2.3,kJ/mol,43.02871 ¡À,,43.02871 ¡À,0.00022
,,,,,,,0.00022,,,
Trifluorine,F3 (g),,80.6,81.9,¡À 2.6,kJ/mol,56.9952096 ¡À,,56.9952096 ¡À,0.0000015
,,,,,,,0.0000015,,,
Isocyanogen iodide,INC (g),,341.8,342.1,¡À 4.9,kJ/mol,152.92191 ¡À,,152.92191 ¡À,0.0008
,,,,,,,0.0008,,,
Hydrogen chloride,"HCl (aq, 1000 H2O)",,,-166.565,¡À 0.024,kJ/mol,36.46064 ¡À,,36.46064 ¡À,0.0009
,,,,,,,0.0009,,,
Cyanoaminyliumyl,[NCN]+ (g),,1671.6,1672.9,¡À 2.6,kJ/mol,40.02363 ¡À,,40.02363 ¡À,0.00081
,,,,,,,0.00081,,,
Cyanoamidogen anion,[NCN]- (g),,210.92,210.84,¡À 0.77,kJ/mol,40.02473 ¡À,,40.02473 ¡À,0.00081
,,,,,,,0.00081,,,
NON cation,[NON]+ (g),,1443.9,1444.1,¡À 2.8,kJ/mol,44.01233 ¡À,,44.01233 ¡À,0.00033
,,,,,,,0.00033,,,
NON anion,[NON]- (g),,495.3,492.8,¡À 2.5,kJ/mol,44.01343 ¡À,,44.01343 ¡À,0.00033
,,,,,,,0.00033,,,
Dioxohydrazine,"ONNO (g, cis)",,172.89,171.13,¡À 0.14,kJ/mol,60.01228 ¡À,,60.01228 ¡À,0.00062
,,,,,,,0.00062,,,
Cyanamide,NH2CN (cr),,,58.89,¡À 0.54,kJ/mol,42.04006 ¡À,,42.04006 ¡À,0.00082
,,,,,,,0.00082,,,
Diazomethyliumyl,[CNN]+ (g),,1641.2,1642.4,¡À 4.1,kJ/mol,40.02363 ¡À,,40.02363 ¡À,0.00081
,,,,,,,0.00081,,,
Diazomethylene anion,[CNN]- (g),,408.3,408.5,¡À 3.8,kJ/mol,40.02473 ¡À,,40.02473 ¡À,0.00081
,,,,,,,0.00081,,,
3H-Diazirin-3-ylidene,C(NN) (g),,578.8,579.2,¡À 2.7,kJ/mol,40.02418 ¡À,,40.02418 ¡À,0.00081
,,,,,,,0.00081,,,
Carbon dioxide cation,"[CO2]+ (g, quartet)",,1335,1335.5,¡À 2.4,kJ/mol,44.00895 ¡À,,44.00895 ¡À,0.001
,,,,,,,0.001,,,
Chloromethyliumylidene,[CCl]+ (g),,1282.6,1285.7,¡À 2.4,kJ/mol,47.4629 ¡À,,47.4629 ¡À,0.0012
,,,,,,,0.0012,,,
Chloromethylidyne anion,[CCl]- (g),,319.7,323.4,¡À 2.5,kJ/mol,47.4639 ¡À,,47.4639 ¡À,0.0012
,,,,,,,0.0012,,,
Propane cation,[CH3CH2CH3]+ (g),,974.6,954.7,¡À 1.7,kJ/mol,44.0951 ¡À,,44.0951 ¡À,0.0025
,,,,,,,0.0025,,,
Hydrochlorate ion,[HCl]- (g),,-25.2,-24.2,¡À 2.5,kJ/mol,36.46119 ¡À,,36.46119 ¡À,0.0009
,,,,,,,0.0009,,,
Oxygen difluoride anion,[FOF]- (g),,-202,-201.9,¡À 2.7,kJ/mol,53.99675 ¡À,,53.99675 ¡À,0.0003
,,,,,,,0.0003,,,
Tetrazete,"N(NNN) (g, D2h)",,764.9,759,¡À 1.8,kJ/mol,56.02696 ¡À,,56.02696 ¡À,0.00028
,,,,,,,0.00028,,,
Bromosyl bromide,BrBrO (g),,178.8,163,¡À 2.1,kJ/mol,175.8074 ¡À,,175.8074 ¡À,0.002
,,,,,,,0.002,,,
"1,1,1-Trichloroethane",CH3CCl3 (l),,,-177.55,¡À 0.49,kJ/mol,133.4033 ¡À,,133.4033 ¡À,0.0031
,,,,,,,0.0031,,,
Isocyanogen iodide anion,[INC]- (g),,123,125.1,¡À 9.3,kJ/mol,152.92246 ¡À,,152.92246 ¡À,0.0008
,,,,,,,0.0008,,,
Carbon monoxide anion,[CO]- (g),,30,33.7,¡À 2.3,kJ/mol,28.01065 ¡À,,28.01065 ¡À,0.00085
,,,,,,,0.00085,,,
Nitrous acid anion,"[HONO]- (g, cis)",,-105.85,-110.48,¡À 0.78,kJ/mol,47.01403 ¡À,,47.01403 ¡À,0.00061
,,,,,,,0.00061,,,
Carbon monoxide,"CO (g, triplet)",,465.579,469.286,¡À 0.026,kJ/mol,28.01010 ¡À,,28.01010 ¡À,0.00085
,,,,,,,0.00085,,,
Chlorine hydride oxide,HCl(O)(O)O (g),,165.1,155.3,¡À 2.5,kJ/mol,84.4588 ¡À,,84.4588 ¡À,0.0013
,,,,,,,0.0013,,,
